INFO:root:Start SimCLR training for 80 epochs.
INFO:root:Training with gpu: cuda.
DEBUG:root:Epoch: 0	Loss: 6.105950832366943	Top1 accuracy: 4.58984375
DEBUG:root:Epoch: 1	Loss: 5.353208541870117	Top1 accuracy: 12.109375
DEBUG:root:Epoch: 2	Loss: 4.8430399894714355	Top1 accuracy: 19.7265625
DEBUG:root:Epoch: 3	Loss: 4.515267372131348	Top1 accuracy: 23.4375
DEBUG:root:Epoch: 4	Loss: 4.274714946746826	Top1 accuracy: 25.9765625
DEBUG:root:Epoch: 5	Loss: 3.7139360904693604	Top1 accuracy: 36.62109375
DEBUG:root:Epoch: 6	Loss: 3.605132818222046	Top1 accuracy: 39.2578125
DEBUG:root:Epoch: 7	Loss: 3.4578893184661865	Top1 accuracy: 40.52734375
DEBUG:root:Epoch: 8	Loss: 3.4080379009246826	Top1 accuracy: 39.94140625
DEBUG:root:Epoch: 9	Loss: 3.372096538543701	Top1 accuracy: 41.2109375
DEBUG:root:Epoch: 10	Loss: 3.160271644592285	Top1 accuracy: 40.91796875
DEBUG:root:Epoch: 11	Loss: 3.321026563644409	Top1 accuracy: 42.48046875
DEBUG:root:Epoch: 12	Loss: 2.9234378337860107	Top1 accuracy: 46.09375
DEBUG:root:Epoch: 13	Loss: 3.04178524017334	Top1 accuracy: 47.8515625
DEBUG:root:Epoch: 14	Loss: 2.9187607765197754	Top1 accuracy: 48.6328125
DEBUG:root:Epoch: 15	Loss: 2.943664312362671	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 16	Loss: 2.6693804264068604	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 17	Loss: 2.8341150283813477	Top1 accuracy: 49.70703125
DEBUG:root:Epoch: 18	Loss: 2.7859630584716797	Top1 accuracy: 51.26953125
DEBUG:root:Epoch: 19	Loss: 2.7432918548583984	Top1 accuracy: 51.85546875
DEBUG:root:Epoch: 20	Loss: 2.5812270641326904	Top1 accuracy: 54.1015625
DEBUG:root:Epoch: 21	Loss: 2.547886610031128	Top1 accuracy: 53.61328125
DEBUG:root:Epoch: 22	Loss: 2.694577217102051	Top1 accuracy: 52.24609375
DEBUG:root:Epoch: 23	Loss: 2.570162296295166	Top1 accuracy: 52.63671875
DEBUG:root:Epoch: 24	Loss: 2.6852240562438965	Top1 accuracy: 54.4921875
DEBUG:root:Epoch: 25	Loss: 2.6259515285491943	Top1 accuracy: 54.4921875
DEBUG:root:Epoch: 26	Loss: 2.5816073417663574	Top1 accuracy: 53.90625
DEBUG:root:Epoch: 27	Loss: 2.6089508533477783	Top1 accuracy: 55.95703125
DEBUG:root:Epoch: 28	Loss: 2.541334867477417	Top1 accuracy: 55.6640625
DEBUG:root:Epoch: 29	Loss: 2.303741931915283	Top1 accuracy: 57.6171875
DEBUG:root:Epoch: 30	Loss: 2.3472800254821777	Top1 accuracy: 55.078125
DEBUG:root:Epoch: 31	Loss: 2.4212758541107178	Top1 accuracy: 59.1796875
DEBUG:root:Epoch: 32	Loss: 2.4284090995788574	Top1 accuracy: 57.71484375
DEBUG:root:Epoch: 33	Loss: 2.398526191711426	Top1 accuracy: 58.49609375
DEBUG:root:Epoch: 34	Loss: 2.369981527328491	Top1 accuracy: 59.47265625
DEBUG:root:Epoch: 35	Loss: 2.3935680389404297	Top1 accuracy: 58.69140625
DEBUG:root:Epoch: 36	Loss: 2.391113758087158	Top1 accuracy: 58.7890625
DEBUG:root:Epoch: 37	Loss: 2.3471431732177734	Top1 accuracy: 56.93359375
DEBUG:root:Epoch: 38	Loss: 2.279168128967285	Top1 accuracy: 58.10546875
DEBUG:root:Epoch: 39	Loss: 2.2070248126983643	Top1 accuracy: 61.62109375
DEBUG:root:Epoch: 40	Loss: 2.1526825428009033	Top1 accuracy: 61.42578125
DEBUG:root:Epoch: 41	Loss: 2.2504489421844482	Top1 accuracy: 57.421875
DEBUG:root:Epoch: 42	Loss: 2.2892346382141113	Top1 accuracy: 57.03125
DEBUG:root:Epoch: 43	Loss: 2.197817087173462	Top1 accuracy: 60.9375
DEBUG:root:Epoch: 44	Loss: 2.160027027130127	Top1 accuracy: 60.15625
DEBUG:root:Epoch: 45	Loss: 2.1561853885650635	Top1 accuracy: 60.546875
DEBUG:root:Epoch: 46	Loss: 2.218275547027588	Top1 accuracy: 60.3515625
DEBUG:root:Epoch: 47	Loss: 1.9427239894866943	Top1 accuracy: 66.30859375
DEBUG:root:Epoch: 48	Loss: 2.046959638595581	Top1 accuracy: 63.96484375
DEBUG:root:Epoch: 49	Loss: 2.06264328956604	Top1 accuracy: 62.40234375
DEBUG:root:Epoch: 50	Loss: 1.9538309574127197	Top1 accuracy: 62.890625
DEBUG:root:Epoch: 51	Loss: 1.9802842140197754	Top1 accuracy: 64.94140625
DEBUG:root:Epoch: 52	Loss: 2.1077258586883545	Top1 accuracy: 61.42578125
DEBUG:root:Epoch: 53	Loss: 2.113588571548462	Top1 accuracy: 61.81640625
DEBUG:root:Epoch: 54	Loss: 1.9074026346206665	Top1 accuracy: 64.2578125
DEBUG:root:Epoch: 55	Loss: 2.06313157081604	Top1 accuracy: 63.671875
DEBUG:root:Epoch: 56	Loss: 2.0565438270568848	Top1 accuracy: 64.74609375
DEBUG:root:Epoch: 57	Loss: 1.8511245250701904	Top1 accuracy: 67.67578125
DEBUG:root:Epoch: 58	Loss: 2.0150182247161865	Top1 accuracy: 63.671875
DEBUG:root:Epoch: 59	Loss: 2.0040042400360107	Top1 accuracy: 64.55078125
DEBUG:root:Epoch: 60	Loss: 1.7921878099441528	Top1 accuracy: 67.08984375
DEBUG:root:Epoch: 61	Loss: 1.9664586782455444	Top1 accuracy: 65.33203125
DEBUG:root:Epoch: 62	Loss: 1.893912672996521	Top1 accuracy: 67.3828125
DEBUG:root:Epoch: 63	Loss: 1.9859685897827148	Top1 accuracy: 64.2578125
DEBUG:root:Epoch: 64	Loss: 2.057219982147217	Top1 accuracy: 64.2578125
DEBUG:root:Epoch: 65	Loss: 2.1312079429626465	Top1 accuracy: 61.9140625
DEBUG:root:Epoch: 66	Loss: 1.8393656015396118	Top1 accuracy: 66.89453125
DEBUG:root:Epoch: 67	Loss: 2.008842706680298	Top1 accuracy: 63.18359375
DEBUG:root:Epoch: 68	Loss: 1.888181209564209	Top1 accuracy: 66.50390625
DEBUG:root:Epoch: 69	Loss: 1.8896421194076538	Top1 accuracy: 67.3828125
DEBUG:root:Epoch: 70	Loss: 1.8936808109283447	Top1 accuracy: 66.015625
DEBUG:root:Epoch: 71	Loss: 2.028876543045044	Top1 accuracy: 64.2578125
DEBUG:root:Epoch: 72	Loss: 1.8252959251403809	Top1 accuracy: 69.7265625
DEBUG:root:Epoch: 73	Loss: 1.749901294708252	Top1 accuracy: 69.04296875
DEBUG:root:Epoch: 74	Loss: 1.8418346643447876	Top1 accuracy: 65.625
DEBUG:root:Epoch: 75	Loss: 1.9595565795898438	Top1 accuracy: 63.76953125
DEBUG:root:Epoch: 76	Loss: 1.8354161977767944	Top1 accuracy: 67.7734375
DEBUG:root:Epoch: 77	Loss: 1.8715211153030396	Top1 accuracy: 66.11328125
DEBUG:root:Epoch: 78	Loss: 1.6976124048233032	Top1 accuracy: 68.359375
DEBUG:root:Epoch: 79	Loss: 1.7053855657577515	Top1 accuracy: 70.8984375
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at /root/Lab3-1/logs/simclr_TIN_lr0.001_wd0_temp0.07_bt512_e80.

