INFO:root:Start SimCLR training for 80 epochs.
INFO:root:Training with gpu: cuda.
DEBUG:root:Epoch: 0	Loss: 6.517160892486572	Top1 accuracy: 2.05078125
DEBUG:root:Epoch: 1	Loss: 6.407904624938965	Top1 accuracy: 3.515625
DEBUG:root:Epoch: 2	Loss: 6.3871331214904785	Top1 accuracy: 4.6875
DEBUG:root:Epoch: 3	Loss: 6.355589866638184	Top1 accuracy: 8.3984375
DEBUG:root:Epoch: 4	Loss: 6.392798900604248	Top1 accuracy: 5.17578125
DEBUG:root:Epoch: 5	Loss: 6.317096710205078	Top1 accuracy: 7.6171875
DEBUG:root:Epoch: 6	Loss: 6.336383819580078	Top1 accuracy: 7.03125
DEBUG:root:Epoch: 7	Loss: 6.324010372161865	Top1 accuracy: 7.71484375
DEBUG:root:Epoch: 8	Loss: 6.341911315917969	Top1 accuracy: 4.8828125
DEBUG:root:Epoch: 9	Loss: 6.31872034072876	Top1 accuracy: 5.6640625
DEBUG:root:Epoch: 10	Loss: 6.32069206237793	Top1 accuracy: 6.93359375
DEBUG:root:Epoch: 11	Loss: 6.319506645202637	Top1 accuracy: 6.8359375
DEBUG:root:Epoch: 12	Loss: 6.288588523864746	Top1 accuracy: 6.25
DEBUG:root:Epoch: 13	Loss: 6.301112174987793	Top1 accuracy: 9.66796875
DEBUG:root:Epoch: 14	Loss: 6.30763578414917	Top1 accuracy: 9.08203125
DEBUG:root:Epoch: 15	Loss: 6.301708698272705	Top1 accuracy: 7.32421875
DEBUG:root:Epoch: 16	Loss: 6.295048236846924	Top1 accuracy: 9.08203125
DEBUG:root:Epoch: 17	Loss: 6.283524990081787	Top1 accuracy: 8.59375
DEBUG:root:Epoch: 18	Loss: 6.294649600982666	Top1 accuracy: 10.3515625
DEBUG:root:Epoch: 19	Loss: 6.284857749938965	Top1 accuracy: 8.984375
DEBUG:root:Epoch: 20	Loss: 6.277153491973877	Top1 accuracy: 8.203125
DEBUG:root:Epoch: 21	Loss: 6.282341480255127	Top1 accuracy: 7.2265625
DEBUG:root:Epoch: 22	Loss: 6.28387451171875	Top1 accuracy: 9.08203125
DEBUG:root:Epoch: 23	Loss: 6.279999732971191	Top1 accuracy: 9.1796875
DEBUG:root:Epoch: 24	Loss: 6.289183616638184	Top1 accuracy: 10.64453125
DEBUG:root:Epoch: 25	Loss: 6.2703046798706055	Top1 accuracy: 10.3515625
DEBUG:root:Epoch: 26	Loss: 6.282603740692139	Top1 accuracy: 9.08203125
DEBUG:root:Epoch: 27	Loss: 6.2986321449279785	Top1 accuracy: 10.3515625
