INFO:root:Start SimCLR training for 80 epochs.
INFO:root:Training with gpu: cuda.
DEBUG:root:Epoch: 0	Loss: 6.067150592803955	Top1 accuracy: 4.6875
DEBUG:root:Epoch: 1	Loss: 5.290801525115967	Top1 accuracy: 11.71875
DEBUG:root:Epoch: 2	Loss: 4.869307994842529	Top1 accuracy: 20.60546875
DEBUG:root:Epoch: 3	Loss: 4.459982872009277	Top1 accuracy: 23.828125
DEBUG:root:Epoch: 4	Loss: 4.33061408996582	Top1 accuracy: 23.53515625
DEBUG:root:Epoch: 5	Loss: 3.9558708667755127	Top1 accuracy: 31.8359375
DEBUG:root:Epoch: 6	Loss: 3.8150947093963623	Top1 accuracy: 37.01171875
DEBUG:root:Epoch: 7	Loss: 3.6749095916748047	Top1 accuracy: 38.8671875
DEBUG:root:Epoch: 8	Loss: 3.670450448989868	Top1 accuracy: 36.71875
DEBUG:root:Epoch: 9	Loss: 3.583301544189453	Top1 accuracy: 38.0859375
DEBUG:root:Epoch: 10	Loss: 3.428257465362549	Top1 accuracy: 41.11328125
DEBUG:root:Epoch: 11	Loss: 3.6273417472839355	Top1 accuracy: 39.6484375
DEBUG:root:Epoch: 12	Loss: 3.2252204418182373	Top1 accuracy: 45.41015625
DEBUG:root:Epoch: 13	Loss: 3.3107500076293945	Top1 accuracy: 47.0703125
DEBUG:root:Epoch: 14	Loss: 3.158264636993408	Top1 accuracy: 46.19140625
DEBUG:root:Epoch: 15	Loss: 3.1281938552856445	Top1 accuracy: 47.4609375
DEBUG:root:Epoch: 16	Loss: 2.921823740005493	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 17	Loss: 3.040578603744507	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 18	Loss: 2.994982957839966	Top1 accuracy: 51.66015625
DEBUG:root:Epoch: 19	Loss: 2.9725146293640137	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 20	Loss: 2.805060863494873	Top1 accuracy: 54.6875
DEBUG:root:Epoch: 21	Loss: 2.788867712020874	Top1 accuracy: 54.19921875
DEBUG:root:Epoch: 22	Loss: 2.9682483673095703	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 23	Loss: 2.720841884613037	Top1 accuracy: 56.54296875
DEBUG:root:Epoch: 24	Loss: 2.78434419631958	Top1 accuracy: 56.640625
DEBUG:root:Epoch: 25	Loss: 2.742985248565674	Top1 accuracy: 58.203125
DEBUG:root:Epoch: 26	Loss: 2.7245521545410156	Top1 accuracy: 58.10546875
DEBUG:root:Epoch: 27	Loss: 2.726397752761841	Top1 accuracy: 61.5234375
DEBUG:root:Epoch: 28	Loss: 2.7512197494506836	Top1 accuracy: 59.765625
DEBUG:root:Epoch: 29	Loss: 2.5076346397399902	Top1 accuracy: 59.9609375
DEBUG:root:Epoch: 30	Loss: 2.6213266849517822	Top1 accuracy: 57.8125
DEBUG:root:Epoch: 31	Loss: 2.5433309078216553	Top1 accuracy: 61.23046875
DEBUG:root:Epoch: 32	Loss: 2.645953416824341	Top1 accuracy: 61.42578125
DEBUG:root:Epoch: 33	Loss: 2.62225341796875	Top1 accuracy: 60.15625
DEBUG:root:Epoch: 34	Loss: 2.6009578704833984	Top1 accuracy: 62.890625
DEBUG:root:Epoch: 35	Loss: 2.627187728881836	Top1 accuracy: 60.546875
DEBUG:root:Epoch: 36	Loss: 2.6412503719329834	Top1 accuracy: 59.86328125
DEBUG:root:Epoch: 37	Loss: 2.5367987155914307	Top1 accuracy: 60.9375
DEBUG:root:Epoch: 38	Loss: 2.5190422534942627	Top1 accuracy: 61.9140625
DEBUG:root:Epoch: 39	Loss: 2.4148175716400146	Top1 accuracy: 64.16015625
DEBUG:root:Epoch: 40	Loss: 2.484513998031616	Top1 accuracy: 62.01171875
DEBUG:root:Epoch: 41	Loss: 2.4773097038269043	Top1 accuracy: 61.328125
DEBUG:root:Epoch: 42	Loss: 2.5493154525756836	Top1 accuracy: 62.109375
DEBUG:root:Epoch: 43	Loss: 2.4311835765838623	Top1 accuracy: 65.4296875
DEBUG:root:Epoch: 44	Loss: 2.381859302520752	Top1 accuracy: 62.59765625
DEBUG:root:Epoch: 45	Loss: 2.3482651710510254	Top1 accuracy: 65.4296875
DEBUG:root:Epoch: 46	Loss: 2.4700100421905518	Top1 accuracy: 63.18359375
DEBUG:root:Epoch: 47	Loss: 2.230024576187134	Top1 accuracy: 69.53125
DEBUG:root:Epoch: 48	Loss: 2.298698902130127	Top1 accuracy: 67.7734375
DEBUG:root:Epoch: 49	Loss: 2.33848237991333	Top1 accuracy: 65.0390625
DEBUG:root:Epoch: 50	Loss: 2.3157732486724854	Top1 accuracy: 65.91796875
DEBUG:root:Epoch: 51	Loss: 2.199622392654419	Top1 accuracy: 69.23828125
DEBUG:root:Epoch: 52	Loss: 2.3372654914855957	Top1 accuracy: 65.72265625
DEBUG:root:Epoch: 53	Loss: 2.444916248321533	Top1 accuracy: 62.59765625
DEBUG:root:Epoch: 54	Loss: 2.228332757949829	Top1 accuracy: 65.91796875
DEBUG:root:Epoch: 55	Loss: 2.324007034301758	Top1 accuracy: 66.69921875
DEBUG:root:Epoch: 56	Loss: 2.3209774494171143	Top1 accuracy: 65.91796875
DEBUG:root:Epoch: 57	Loss: 2.1212410926818848	Top1 accuracy: 70.703125
DEBUG:root:Epoch: 58	Loss: 2.3109889030456543	Top1 accuracy: 65.91796875
DEBUG:root:Epoch: 59	Loss: 2.215838670730591	Top1 accuracy: 69.140625
DEBUG:root:Epoch: 60	Loss: 2.1220309734344482	Top1 accuracy: 69.23828125
DEBUG:root:Epoch: 61	Loss: 2.2830827236175537	Top1 accuracy: 66.9921875
DEBUG:root:Epoch: 62	Loss: 2.1702115535736084	Top1 accuracy: 69.7265625
DEBUG:root:Epoch: 63	Loss: 2.2387499809265137	Top1 accuracy: 68.359375
DEBUG:root:Epoch: 64	Loss: 2.287024736404419	Top1 accuracy: 67.67578125
DEBUG:root:Epoch: 65	Loss: 2.3402884006500244	Top1 accuracy: 65.0390625
DEBUG:root:Epoch: 66	Loss: 2.172154664993286	Top1 accuracy: 70.41015625
DEBUG:root:Epoch: 67	Loss: 2.2600700855255127	Top1 accuracy: 68.5546875
DEBUG:root:Epoch: 68	Loss: 2.2320027351379395	Top1 accuracy: 69.43359375
DEBUG:root:Epoch: 69	Loss: 2.1955461502075195	Top1 accuracy: 70.8984375
DEBUG:root:Epoch: 70	Loss: 2.1843338012695312	Top1 accuracy: 69.140625
DEBUG:root:Epoch: 71	Loss: 2.297985315322876	Top1 accuracy: 67.3828125
DEBUG:root:Epoch: 72	Loss: 2.09145450592041	Top1 accuracy: 70.1171875
DEBUG:root:Epoch: 73	Loss: 2.0690746307373047	Top1 accuracy: 72.4609375
DEBUG:root:Epoch: 74	Loss: 2.126863718032837	Top1 accuracy: 70.60546875
DEBUG:root:Epoch: 75	Loss: 2.242051362991333	Top1 accuracy: 66.015625
DEBUG:root:Epoch: 76	Loss: 2.178957462310791	Top1 accuracy: 71.58203125
DEBUG:root:Epoch: 77	Loss: 2.162391424179077	Top1 accuracy: 69.3359375
DEBUG:root:Epoch: 78	Loss: 2.021967887878418	Top1 accuracy: 70.60546875
DEBUG:root:Epoch: 79	Loss: 2.0610172748565674	Top1 accuracy: 73.53515625
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at /root/Lab3-1/logs/simclr_TIN_lr0.001_wd0_temp0.1_bt512_e80.
