INFO:root:Start SimCLR training for 400 epochs.
INFO:root:Training with gpu: cuda.
DEBUG:root:Epoch: 0	Loss: 6.515299320220947	Top1 accuracy: 1.26953125
DEBUG:root:Epoch: 1	Loss: 6.175992965698242	Top1 accuracy: 2.5390625
DEBUG:root:Epoch: 2	Loss: 5.80503511428833	Top1 accuracy: 6.25
DEBUG:root:Epoch: 3	Loss: 5.556773662567139	Top1 accuracy: 8.30078125
DEBUG:root:Epoch: 4	Loss: 5.350188732147217	Top1 accuracy: 12.20703125
DEBUG:root:Epoch: 5	Loss: 5.177303314208984	Top1 accuracy: 12.98828125
DEBUG:root:Epoch: 6	Loss: 4.846066474914551	Top1 accuracy: 17.87109375
DEBUG:root:Epoch: 7	Loss: 4.528566360473633	Top1 accuracy: 23.73046875
DEBUG:root:Epoch: 8	Loss: 4.326326370239258	Top1 accuracy: 23.33984375
DEBUG:root:Epoch: 9	Loss: 4.18724250793457	Top1 accuracy: 30.95703125
DEBUG:root:Epoch: 10	Loss: 4.041181564331055	Top1 accuracy: 29.6875
DEBUG:root:Epoch: 11	Loss: 4.05283784866333	Top1 accuracy: 30.078125
DEBUG:root:Epoch: 12	Loss: 3.726776599884033	Top1 accuracy: 32.51953125
DEBUG:root:Epoch: 13	Loss: 3.928271770477295	Top1 accuracy: 34.08203125
DEBUG:root:Epoch: 14	Loss: 3.4804632663726807	Top1 accuracy: 40.4296875
DEBUG:root:Epoch: 15	Loss: 3.5021591186523438	Top1 accuracy: 39.16015625
DEBUG:root:Epoch: 16	Loss: 3.3779194355010986	Top1 accuracy: 40.625
DEBUG:root:Epoch: 17	Loss: 3.4110450744628906	Top1 accuracy: 41.50390625
DEBUG:root:Epoch: 18	Loss: 2.927879810333252	Top1 accuracy: 47.4609375
DEBUG:root:Epoch: 19	Loss: 3.2153072357177734	Top1 accuracy: 44.921875
DEBUG:root:Epoch: 20	Loss: 3.074023962020874	Top1 accuracy: 45.3125
DEBUG:root:Epoch: 21	Loss: 3.010751247406006	Top1 accuracy: 47.8515625
DEBUG:root:Epoch: 22	Loss: 3.3479323387145996	Top1 accuracy: 42.578125
DEBUG:root:Epoch: 23	Loss: 2.996556282043457	Top1 accuracy: 50.1953125
DEBUG:root:Epoch: 24	Loss: 3.0559303760528564	Top1 accuracy: 45.99609375
DEBUG:root:Epoch: 25	Loss: 3.140446424484253	Top1 accuracy: 45.1171875
DEBUG:root:Epoch: 26	Loss: 2.895679473876953	Top1 accuracy: 46.97265625
DEBUG:root:Epoch: 27	Loss: 3.055817127227783	Top1 accuracy: 47.4609375
DEBUG:root:Epoch: 28	Loss: 3.1806726455688477	Top1 accuracy: 46.58203125
DEBUG:root:Epoch: 29	Loss: 2.80462384223938	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 30	Loss: 3.011049509048462	Top1 accuracy: 44.7265625
DEBUG:root:Epoch: 31	Loss: 2.7988598346710205	Top1 accuracy: 49.70703125
DEBUG:root:Epoch: 32	Loss: 2.967642307281494	Top1 accuracy: 49.70703125
DEBUG:root:Epoch: 33	Loss: 2.9238035678863525	Top1 accuracy: 47.94921875
DEBUG:root:Epoch: 34	Loss: 2.67832088470459	Top1 accuracy: 52.24609375
DEBUG:root:Epoch: 35	Loss: 2.754196882247925	Top1 accuracy: 53.3203125
DEBUG:root:Epoch: 36	Loss: 2.7080628871917725	Top1 accuracy: 53.02734375
DEBUG:root:Epoch: 37	Loss: 2.9035227298736572	Top1 accuracy: 47.65625
DEBUG:root:Epoch: 38	Loss: 2.6164770126342773	Top1 accuracy: 52.9296875
DEBUG:root:Epoch: 39	Loss: 2.521563768386841	Top1 accuracy: 55.078125
DEBUG:root:Epoch: 40	Loss: 2.698892593383789	Top1 accuracy: 53.80859375
DEBUG:root:Epoch: 41	Loss: 2.7210121154785156	Top1 accuracy: 48.14453125
DEBUG:root:Epoch: 42	Loss: 2.6829636096954346	Top1 accuracy: 55.37109375
DEBUG:root:Epoch: 43	Loss: 2.529370069503784	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 44	Loss: 2.5520522594451904	Top1 accuracy: 56.34765625
DEBUG:root:Epoch: 45	Loss: 2.812213182449341	Top1 accuracy: 52.5390625
DEBUG:root:Epoch: 46	Loss: 2.753446578979492	Top1 accuracy: 49.4140625
DEBUG:root:Epoch: 47	Loss: 2.540534257888794	Top1 accuracy: 52.63671875
DEBUG:root:Epoch: 48	Loss: 2.4848382472991943	Top1 accuracy: 57.32421875
DEBUG:root:Epoch: 49	Loss: 2.768028736114502	Top1 accuracy: 51.85546875
DEBUG:root:Epoch: 50	Loss: 2.5933384895324707	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 51	Loss: 2.58158278465271	Top1 accuracy: 56.0546875
DEBUG:root:Epoch: 52	Loss: 2.473416328430176	Top1 accuracy: 55.078125
DEBUG:root:Epoch: 53	Loss: 2.594780921936035	Top1 accuracy: 54.4921875
DEBUG:root:Epoch: 54	Loss: 2.50372314453125	Top1 accuracy: 56.8359375
DEBUG:root:Epoch: 55	Loss: 2.503288507461548	Top1 accuracy: 56.15234375
DEBUG:root:Epoch: 56	Loss: 2.488605499267578	Top1 accuracy: 55.56640625
DEBUG:root:Epoch: 57	Loss: 2.3376526832580566	Top1 accuracy: 59.375
DEBUG:root:Epoch: 58	Loss: 2.446882724761963	Top1 accuracy: 57.12890625
DEBUG:root:Epoch: 59	Loss: 2.609959602355957	Top1 accuracy: 55.46875
DEBUG:root:Epoch: 60	Loss: 2.3342959880828857	Top1 accuracy: 57.12890625
DEBUG:root:Epoch: 61	Loss: 2.301851511001587	Top1 accuracy: 59.08203125
DEBUG:root:Epoch: 62	Loss: 2.3208534717559814	Top1 accuracy: 56.640625
DEBUG:root:Epoch: 63	Loss: 2.0744752883911133	Top1 accuracy: 61.1328125
DEBUG:root:Epoch: 64	Loss: 2.3407609462738037	Top1 accuracy: 60.15625
DEBUG:root:Epoch: 65	Loss: 2.0962228775024414	Top1 accuracy: 62.890625
DEBUG:root:Epoch: 66	Loss: 2.1615548133850098	Top1 accuracy: 61.81640625
DEBUG:root:Epoch: 67	Loss: 2.201432466506958	Top1 accuracy: 58.984375
DEBUG:root:Epoch: 68	Loss: 2.3209221363067627	Top1 accuracy: 59.5703125
DEBUG:root:Epoch: 69	Loss: 2.321821451187134	Top1 accuracy: 59.47265625
DEBUG:root:Epoch: 70	Loss: 2.250854969024658	Top1 accuracy: 59.66796875
DEBUG:root:Epoch: 71	Loss: 2.4498870372772217	Top1 accuracy: 58.30078125
DEBUG:root:Epoch: 72	Loss: 2.2101633548736572	Top1 accuracy: 61.03515625
DEBUG:root:Epoch: 73	Loss: 2.149548053741455	Top1 accuracy: 60.546875
DEBUG:root:Epoch: 74	Loss: 2.1118271350860596	Top1 accuracy: 62.20703125
DEBUG:root:Epoch: 75	Loss: 2.0331408977508545	Top1 accuracy: 62.6953125
DEBUG:root:Epoch: 76	Loss: 2.1004161834716797	Top1 accuracy: 62.5
DEBUG:root:Epoch: 77	Loss: 2.2790799140930176	Top1 accuracy: 58.7890625
DEBUG:root:Epoch: 78	Loss: 2.2633516788482666	Top1 accuracy: 60.25390625
