INFO:root:Start SimCLR training for 80 epochs.
INFO:root:Training with gpu: cuda.
DEBUG:root:Epoch: 0	Loss: 6.373047351837158	Top1 accuracy: 1.46484375
DEBUG:root:Epoch: 1	Loss: 6.260591506958008	Top1 accuracy: 2.9296875
DEBUG:root:Epoch: 2	Loss: 6.006591320037842	Top1 accuracy: 4.19921875
DEBUG:root:Epoch: 3	Loss: 5.784602642059326	Top1 accuracy: 7.12890625
DEBUG:root:Epoch: 4	Loss: 5.522867202758789	Top1 accuracy: 9.47265625
DEBUG:root:Epoch: 5	Loss: 5.497311592102051	Top1 accuracy: 8.49609375
DEBUG:root:Epoch: 6	Loss: 5.51387357711792	Top1 accuracy: 12.5
DEBUG:root:Epoch: 7	Loss: 5.373513221740723	Top1 accuracy: 9.86328125
DEBUG:root:Epoch: 8	Loss: 5.200525283813477	Top1 accuracy: 13.57421875
DEBUG:root:Epoch: 9	Loss: 5.160199165344238	Top1 accuracy: 13.57421875
DEBUG:root:Epoch: 10	Loss: 4.941150665283203	Top1 accuracy: 17.08984375
DEBUG:root:Epoch: 11	Loss: 4.817896842956543	Top1 accuracy: 19.3359375
DEBUG:root:Epoch: 12	Loss: 4.959018707275391	Top1 accuracy: 17.67578125
DEBUG:root:Epoch: 13	Loss: 4.906533718109131	Top1 accuracy: 18.9453125
DEBUG:root:Epoch: 14	Loss: 4.898271560668945	Top1 accuracy: 19.7265625
DEBUG:root:Epoch: 15	Loss: 4.8602519035339355	Top1 accuracy: 20.5078125
DEBUG:root:Epoch: 16	Loss: 4.693558216094971	Top1 accuracy: 20.60546875
DEBUG:root:Epoch: 17	Loss: 4.6669111251831055	Top1 accuracy: 20.60546875
DEBUG:root:Epoch: 18	Loss: 4.635787010192871	Top1 accuracy: 21.38671875
DEBUG:root:Epoch: 19	Loss: 4.284414768218994	Top1 accuracy: 23.2421875
DEBUG:root:Epoch: 20	Loss: 4.4969096183776855	Top1 accuracy: 22.65625
DEBUG:root:Epoch: 21	Loss: 4.492865562438965	Top1 accuracy: 23.4375
DEBUG:root:Epoch: 22	Loss: 4.423620700836182	Top1 accuracy: 23.2421875
DEBUG:root:Epoch: 23	Loss: 4.561207294464111	Top1 accuracy: 23.2421875
DEBUG:root:Epoch: 24	Loss: 4.564971923828125	Top1 accuracy: 21.484375
DEBUG:root:Epoch: 25	Loss: 4.3849406242370605	Top1 accuracy: 25.68359375
DEBUG:root:Epoch: 26	Loss: 4.443131923675537	Top1 accuracy: 25.29296875
DEBUG:root:Epoch: 27	Loss: 4.389633655548096	Top1 accuracy: 25.390625
DEBUG:root:Epoch: 28	Loss: 4.176305294036865	Top1 accuracy: 28.7109375
DEBUG:root:Epoch: 29	Loss: 4.1794281005859375	Top1 accuracy: 30.078125
DEBUG:root:Epoch: 30	Loss: 4.276702404022217	Top1 accuracy: 29.6875
DEBUG:root:Epoch: 31	Loss: 4.100861072540283	Top1 accuracy: 29.8828125
DEBUG:root:Epoch: 32	Loss: 4.080182075500488	Top1 accuracy: 29.6875
DEBUG:root:Epoch: 33	Loss: 4.003019332885742	Top1 accuracy: 31.15234375
DEBUG:root:Epoch: 34	Loss: 3.947300434112549	Top1 accuracy: 32.421875
DEBUG:root:Epoch: 35	Loss: 4.065093994140625	Top1 accuracy: 32.6171875
DEBUG:root:Epoch: 36	Loss: 4.068229675292969	Top1 accuracy: 30.17578125
DEBUG:root:Epoch: 37	Loss: 3.9241943359375	Top1 accuracy: 31.15234375
DEBUG:root:Epoch: 38	Loss: 3.935499906539917	Top1 accuracy: 33.3984375
DEBUG:root:Epoch: 39	Loss: 3.7784528732299805	Top1 accuracy: 35.15625
DEBUG:root:Epoch: 40	Loss: 3.8312885761260986	Top1 accuracy: 32.421875
DEBUG:root:Epoch: 41	Loss: 4.080101490020752	Top1 accuracy: 30.17578125
DEBUG:root:Epoch: 42	Loss: 3.7310898303985596	Top1 accuracy: 36.328125
DEBUG:root:Epoch: 43	Loss: 3.965566635131836	Top1 accuracy: 31.54296875
DEBUG:root:Epoch: 44	Loss: 3.8529586791992188	Top1 accuracy: 33.10546875
DEBUG:root:Epoch: 45	Loss: 4.010300636291504	Top1 accuracy: 31.0546875
DEBUG:root:Epoch: 46	Loss: 3.747241735458374	Top1 accuracy: 34.1796875
DEBUG:root:Epoch: 47	Loss: 3.7382419109344482	Top1 accuracy: 34.765625
DEBUG:root:Epoch: 48	Loss: 4.068399906158447	Top1 accuracy: 31.25
DEBUG:root:Epoch: 49	Loss: 3.6140434741973877	Top1 accuracy: 36.81640625
DEBUG:root:Epoch: 50	Loss: 3.552276849746704	Top1 accuracy: 37.3046875
DEBUG:root:Epoch: 51	Loss: 3.6937344074249268	Top1 accuracy: 33.10546875
DEBUG:root:Epoch: 52	Loss: 3.7672972679138184	Top1 accuracy: 35.546875
DEBUG:root:Epoch: 53	Loss: 3.7226357460021973	Top1 accuracy: 35.546875
DEBUG:root:Epoch: 54	Loss: 3.664701223373413	Top1 accuracy: 36.1328125
DEBUG:root:Epoch: 55	Loss: 3.5795838832855225	Top1 accuracy: 38.8671875
DEBUG:root:Epoch: 56	Loss: 3.6846768856048584	Top1 accuracy: 33.984375
DEBUG:root:Epoch: 57	Loss: 3.6379871368408203	Top1 accuracy: 36.42578125
DEBUG:root:Epoch: 58	Loss: 3.6465373039245605	Top1 accuracy: 37.40234375
DEBUG:root:Epoch: 59	Loss: 3.489657402038574	Top1 accuracy: 36.71875
DEBUG:root:Epoch: 60	Loss: 3.5157065391540527	Top1 accuracy: 40.52734375
DEBUG:root:Epoch: 61	Loss: 3.6908063888549805	Top1 accuracy: 37.79296875
DEBUG:root:Epoch: 62	Loss: 3.531365394592285	Top1 accuracy: 37.01171875
DEBUG:root:Epoch: 63	Loss: 3.683755874633789	Top1 accuracy: 34.66796875
DEBUG:root:Epoch: 64	Loss: 3.549293041229248	Top1 accuracy: 40.0390625
DEBUG:root:Epoch: 65	Loss: 3.2995707988739014	Top1 accuracy: 41.89453125
DEBUG:root:Epoch: 66	Loss: 3.474558115005493	Top1 accuracy: 38.8671875
DEBUG:root:Epoch: 67	Loss: 3.5480761528015137	Top1 accuracy: 37.01171875
DEBUG:root:Epoch: 68	Loss: 3.3870513439178467	Top1 accuracy: 39.84375
DEBUG:root:Epoch: 69	Loss: 3.2042770385742188	Top1 accuracy: 44.04296875
DEBUG:root:Epoch: 70	Loss: 3.50052809715271	Top1 accuracy: 38.18359375
DEBUG:root:Epoch: 71	Loss: 3.2939579486846924	Top1 accuracy: 41.6015625
DEBUG:root:Epoch: 72	Loss: 3.5729634761810303	Top1 accuracy: 38.28125
DEBUG:root:Epoch: 73	Loss: 3.3067626953125	Top1 accuracy: 41.9921875
DEBUG:root:Epoch: 74	Loss: 3.344266176223755	Top1 accuracy: 39.453125
DEBUG:root:Epoch: 75	Loss: 3.379678249359131	Top1 accuracy: 40.0390625
DEBUG:root:Epoch: 76	Loss: 3.3989975452423096	Top1 accuracy: 41.30859375
DEBUG:root:Epoch: 77	Loss: 3.3823702335357666	Top1 accuracy: 40.234375
DEBUG:root:Epoch: 78	Loss: 3.124446153640747	Top1 accuracy: 45.703125
DEBUG:root:Epoch: 79	Loss: 3.4622550010681152	Top1 accuracy: 39.84375
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at /root/Lab3/Lab3-1/logs/simclr_lr0.0001_wd0.001_bt512_e80.
