INFO:root:Start SimCLR training for 100 epochs.
INFO:root:Training with gpu: cuda.
DEBUG:root:Epoch: 0	Loss: 6.207711219787598	Top1 accuracy: 2.1484375
DEBUG:root:Epoch: 1	Loss: 5.984264373779297	Top1 accuracy: 5.2734375
DEBUG:root:Epoch: 2	Loss: 5.640711307525635	Top1 accuracy: 9.27734375
DEBUG:root:Epoch: 3	Loss: 5.384182453155518	Top1 accuracy: 13.0859375
DEBUG:root:Epoch: 4	Loss: 5.143627643585205	Top1 accuracy: 15.4296875
DEBUG:root:Epoch: 5	Loss: 5.12614631652832	Top1 accuracy: 14.35546875
DEBUG:root:Epoch: 6	Loss: 5.1376633644104	Top1 accuracy: 16.69921875
DEBUG:root:Epoch: 7	Loss: 4.960803031921387	Top1 accuracy: 16.2109375
DEBUG:root:Epoch: 8	Loss: 4.684032440185547	Top1 accuracy: 20.21484375
DEBUG:root:Epoch: 9	Loss: 4.686614036560059	Top1 accuracy: 24.21875
DEBUG:root:Epoch: 10	Loss: 4.524293422698975	Top1 accuracy: 22.75390625
DEBUG:root:Epoch: 11	Loss: 4.183108329772949	Top1 accuracy: 31.0546875
DEBUG:root:Epoch: 12	Loss: 4.419677734375	Top1 accuracy: 24.0234375
DEBUG:root:Epoch: 13	Loss: 4.458742618560791	Top1 accuracy: 23.14453125
DEBUG:root:Epoch: 14	Loss: 4.370586395263672	Top1 accuracy: 26.953125
DEBUG:root:Epoch: 15	Loss: 4.269712924957275	Top1 accuracy: 28.61328125
DEBUG:root:Epoch: 16	Loss: 4.002739906311035	Top1 accuracy: 30.46875
DEBUG:root:Epoch: 17	Loss: 4.253902435302734	Top1 accuracy: 28.7109375
DEBUG:root:Epoch: 18	Loss: 4.05004358291626	Top1 accuracy: 30.76171875
DEBUG:root:Epoch: 19	Loss: 3.787536859512329	Top1 accuracy: 31.25
DEBUG:root:Epoch: 20	Loss: 3.9183835983276367	Top1 accuracy: 33.0078125
DEBUG:root:Epoch: 21	Loss: 3.866075277328491	Top1 accuracy: 33.69140625
DEBUG:root:Epoch: 22	Loss: 3.729778528213501	Top1 accuracy: 34.47265625
DEBUG:root:Epoch: 23	Loss: 3.856257677078247	Top1 accuracy: 33.3984375
DEBUG:root:Epoch: 24	Loss: 3.9383153915405273	Top1 accuracy: 31.34765625
DEBUG:root:Epoch: 25	Loss: 3.7121872901916504	Top1 accuracy: 36.328125
DEBUG:root:Epoch: 26	Loss: 3.828455924987793	Top1 accuracy: 34.765625
DEBUG:root:Epoch: 27	Loss: 3.834956645965576	Top1 accuracy: 34.1796875
DEBUG:root:Epoch: 28	Loss: 3.5774524211883545	Top1 accuracy: 38.96484375
DEBUG:root:Epoch: 29	Loss: 3.6427295207977295	Top1 accuracy: 38.4765625
DEBUG:root:Epoch: 30	Loss: 3.6001369953155518	Top1 accuracy: 38.18359375
DEBUG:root:Epoch: 31	Loss: 3.494835138320923	Top1 accuracy: 40.4296875
DEBUG:root:Epoch: 32	Loss: 3.4403650760650635	Top1 accuracy: 40.91796875
DEBUG:root:Epoch: 33	Loss: 3.3565783500671387	Top1 accuracy: 41.89453125
DEBUG:root:Epoch: 34	Loss: 3.366407871246338	Top1 accuracy: 41.9921875
DEBUG:root:Epoch: 35	Loss: 3.4282774925231934	Top1 accuracy: 41.015625
DEBUG:root:Epoch: 36	Loss: 3.3965673446655273	Top1 accuracy: 40.234375
